CO_EXPEDIENTE,NU_PROCESSO,NU_ACAO,NU_GRUPO_ASSUNTO,NU_ASSUNTO
21.000.12359/2017,10004603720175020472,54,47,"[138, 176, 531]"
21.000.12362/2017,10028149020165020271,54,47,"[50, 138, 176, 531]"
21.000.12365/2017,10004308620175020444,54,47,"[138, 176, 531]"
21.000.12370/2017,10005606620175020609,54,47,"[50, 138, 176, 531]"
21.000.12375/2017,10004773920175020063,54,47,"[138, 176, 531]"
21.000.12381/2017,10006605320175020372,54,47,"[50, 138, 176, 531]"
21.000.12485/2017,00000143120175020026,238,45,"[37, 63, 507, 527, 928]"
21.000.12486/2017,10001351220175020036,54,47,"[50, 138, 176, 531]"
21.000.12490/2017,10001928920175020081,54,47,"[50, 138, 176, 531]"
21.000.12495/2017,10004889320175020087,54,47,"[50, 138, 176, 531]"
21.000.12499/2017,10001861120175020719,54,46,"[63, 340, 436, 437, 506, 531, 586, 621, 705, 706, 929]"
21.000.12503/2017,10003933020175020001,54,47,"[50, 138, 176, 531]"
21.000.12510/2017,10003715320175020071,54,47,"[138, 176, 531]"
21.000.12513/2017,10004451120175020491,54,47,"[50, 138, 176, 531]"
21.000.12527/2017,10004626020175020034,54,47,"[50, 138, 176, 531]"
21.000.12529/2017,10004379120175020472,54,47,"[50, 138, 176, 531]"
21.000.12532/2017,00249450620164036100,54,44,"[20, 37, 340, 554, 716, 927, 928, 929, 930]"
21.000.12537/2017,10004929220175020714,54,47,"[50, 138, 176, 531]"
21.000.12538/2017,10004079820175020264,54,47,"[138, 176, 531]"
21.000.12632/2017,10004636020175020708,54,46,"[20, 340, 409, 436, 506, 531, 621, 705, 929]"
21.000.12633/2017,10004997820175020037,54,47,"[138, 176, 531]"
21.000.12635/2017,10005592220175020467,54,47,"[138, 176, 531]"
21.000.12646/2017,10003848420175020028,54,47,"[138, 176, 511, 531]"
21.000.12651/2017,10005338920175020607,54,47,"[50, 138, 176, 531]"
21.000.12652/2017,10022568920165020313,54,47,"[50, 65, 176, 531, 933]"
21.000.12653/2017,10028693220165020371,54,47,"[50, 65, 176, 531, 933]"
21.000.12656/2017,10005057720175020072,54,54,"[20, 63, 417, 507, 527, 531, 705, 706]"
21.000.12662/2017,10004999420175020064,54,47,"[138, 176, 511, 531]"
21.000.12665/2017,10005071120175020472,54,47,"[50, 138, 176, 531]"
21.000.12736/2018,10003179220185020058,54,47,"[138, 176, 531]"
21.000.12797/2017,10003712820175020435,9,75,"[508, 524, 531]"
21.000.12799/2017,10004987320175020076,54,47,"[138, 176, 531]"
21.000.12804/2017,10022578020165020020,54,998,"[8, 20, 340, 531]"
21.000.12809/2017,10004865320175020078,54,47,"[50, 138, 176, 511, 531]"
21.000.12811/2017,10002812720175020465,54,47,"[138, 176, 531]"
21.000.12813/2017,10001049320175020067,54,47,"[50, 138, 176, 511, 531]"
21.000.12815/2017,10012546920175020048,10,998,"[1, 21, 83, 99, 414, 503, 587]"
21.000.12820/2017,10003042020175020029,54,46,"[63, 340, 436, 506, 507, 531, 621, 705, 706, 929]"
21.000.12830/2018,10003104420185020012,54,47,"[138, 176, 531]"
21.000.12840/2017,10000528320175020007,54,51,"[24, 340, 414, 436, 531, 621, 705, 706]"
21.000.12842/2017,10015663020165020032,54,46,"[20, 340, 436, 531, 621, 705, 706, 929]"
21.000.12845/2017,10005105820175020312,54,47,"[50, 138, 176, 531]"
21.000.12993/2018,10002256620185020462,203,46,"[63, 96, 527, 531, 586, 621, 705, 706, 929]"
21.000.13001/2017,10004277020175020432,54,47,"[50, 138, 176, 531]"
21.000.13007/2017,10005012220175020078,54,47,"[50, 138, 176, 531]"
21.000.13008/2017,10002243620175020068,54,47,"[65, 138, 176, 511, 531]"
21.000.13031/2017,10001919120175020053,54,51,"[50, 63, 142, 340, 436, 506, 507, 508, 531, 535, 621, 705, 706, 709]"
21.000.13032/2017,00000022820175020281,218,51,"[24, 63, 419, 436, 507]"
21.000.13036/2017,10022521020165020036,54,998,"[63, 124, 531]"
21.000.13040/2017,10002095620175020007,54,54,"[65, 414, 417, 436, 511, 527, 531, 621]"
21.000.13042/2017,10005181420175020028,54,46,"[50, 63, 409, 506, 929]"
21.000.13195/2017,10002408520175020004,9,998,"[50, 121, 340, 524, 531, 587, 716]"
21.000.13198/2017,00000090420175020060,218,43,"[63, 927, 928]"
21.000.13205/2017,10001684820175020053,54,51,"[20, 340, 436, 621, 705, 706]"
21.000.13206/2017,10015922820165020032,54,47,"[50, 138, 176, 531]"
21.000.13208/2017,10005381620175020089,54,75,"[63, 508, 531]"
21.000.13209/2017,10005399820175020089,54,54,"[63, 340, 527, 531]"
21.000.13212/2017,10005408320175020089,54,54,"[63, 340, 531, 705]"
21.000.13219/2017,10005259520175020063,54,47,"[50, 138, 176, 531]"
21.000.13221/2017,10005243220175020089,54,47,"[50, 138, 176, 531]"
21.000.13228/2017,10002372420175020007,54,47,"[50, 138, 176, 511, 531]"
21.000.13296/2017,00000136420175020311,218,61,"[20, 24, 53, 340, 417]"
21.000.13367/2017,10002462420175020447,54,47,"[138, 176, 531]"
21.000.13368/2017,10003198320175020030,54,51,"[340, 414, 436, 531, 621]"
21.000.13373/2017,10006215320175020373,54,47,"[138, 176, 531]"
21.000.13374/2017,10004896120175020028,54,47,"[50, 65, 138, 176, 531]"
21.000.13395/2017,10036670220165020077,54,47,"[138, 176, 531]"
21.000.13415/2017,10005381320175020090,54,75,"[63, 508, 531]"
21.000.13421/2017,10004512220175020231,54,51,"[63, 86, 340, 436, 527, 531, 705, 706]"
21.000.13425/2017,10005378020175020008,54,75,"[63, 508, 531]"
21.000.13476/2017,10005608920175020084,54,75,"[63, 508, 531]"
21.000.13629/2017,10005677820175020085,54,75,"[63, 508, 531]"
21.000.13636/2017,10002225420165020051,54,47,"[138, 176, 531]"
21.000.13638/2017,10004434920175020262,54,47,"[138, 176, 531]"
21.000.13672/2017,10004521120175020262,54,47,"[138, 176, 531]"
21.000.13674/2017,10005481320175020040,54,47,"[50, 138, 176, 531]"
21.000.13675/2017,10004478020175020264,54,47,"[138, 176, 531]"
21.000.13678/2017,10006343820175020604,54,51,"[20, 436, 527, 531, 621, 705, 706, 716]"
21.000.13685/2017,10003741320175020231,54,47,"[138, 176, 511, 531]"
21.000.13702/2018,10019877620175020002,53,998,"[1, 3, 7, 8, 9, 10, 11, 19, 20, 21, 24, 35, 37, 50, 52, 53, 57, 58, 62, 64, 65, 75, 82, 83, 87, 96, 142, 352, 408, 409, 436, 437, 485, 486, 490, 493, 498, 503, 507, 508, 511, 524, 527, 531, 535, 539, 554, 586, 621, 705, 706, 727, 927, 928, 929, 930]"
21.000.13703/2018,10001965220185020062,54,51,"[63, 340, 436, 498, 527, 531, 705, 706]"
21.000.13704/2018,10001800420185020061,54,47,"[138, 176, 531]"
21.000.13705/2018,10020358620175020082,54,75,"[63, 340, 508, 531]"
21.000.13706/2018,10019860520175020063,54,75,"[20, 508, 531]"
21.000.13707/2018,10001246820185020061,54,998,"[8, 63, 340, 531]"
21.000.13708/2018,10019653020175020386,54,75,"[63, 340, 508, 531]"
21.000.13722/2017,10005351120175020720,54,47,"[138, 176, 531]"
21.000.13735/2017,10004844920175020057,54,47,"[138, 176, 531]"
21.000.13741/2017,10013453420165020004,54,47,"[50, 138, 176, 531]"
21.000.13764/2017,10022475220165020241,203,54,"[63, 340, 527]"
21.000.13774/2017,10005138620175020029,54,47,"[50, 138, 176, 531]"
21.000.13775/2017,10005489020175020079,54,75,"[63, 508, 531]"
21.000.13776/2017,10003207320175020384,54,51,"[63, 340, 409, 436, 498, 507, 508, 531, 621, 705, 706, 709]"
21.000.13778/2017,10005624820175020702,54,47,"[50, 138, 176, 531]"
21.000.13805/2017,10005087320175020608,54,51,"[20, 24, 340, 436, 531, 705, 706]"
21.000.13810/2017,10017736120165020086,54,47,"[50, 138, 176, 531]"
21.000.13816/2017,10005303520175020058,54,47,"[138, 176, 531]"
21.000.13824/2017,10004758020175020609,54,62,"[20, 37, 86, 110, 409, 417, 507, 531]"
21.000.13825/2017,10005528620175020028,54,75,"[63, 508, 531]"
21.000.13884/2017,10017213320165020032,54,47,"[50, 138, 176, 531]"
21.000.13904/2017,10005362620175020031,54,46,"[63, 506, 531, 929]"
21.000.13906/2017,10018826820165020444,54,47,"[138, 176, 531]"
21.000.13910/2017,10005425620175020088,54,75,"[63, 508, 531]"
21.000.13919/2017,10005572620175020314,54,75,"[63, 508, 531]"
21.000.13921/2017,10018211820165020022,54,998,"[8, 63, 340, 531]"
21.000.13927/2017,10005363520175020610,54,47,"[138, 176, 531]"
21.000.13932/2017,10001988320175020053,54,47,"[50, 138, 176, 531]"
21.000.13949/2017,10014435320165020025,54,47,"[138, 176, 531]"
21.000.13950/2017,10004839220175020371,54,51,"[20, 57, 340, 436, 508, 531, 621, 705, 706]"
21.000.13952/2017,10005535920175020323,54,75,"[63, 508, 531]"
21.000.14080/2017,10005409120175020442,54,47,"[138, 176, 531]"
21.000.14106/2017,10005412420175020718,54,47,"[50, 138, 176, 531]"
21.000.14115/2017,10003237220175020434,54,47,"[138, 176, 531]"
21.000.14122/2017,10006240220175020472,54,47,"[50, 138, 176, 531]"
21.000.14126/2017,10006214820175020601,54,47,"[50, 138, 176, 531]"
21.000.14129/2017,10005598420175020317,54,75,"[63, 508, 531]"
21.000.14132/2017,10003399520175020314,54,75,"[63, 508, 531]"
21.000.14152/2017,10005446520175020075,54,54,"[63, 527, 531]"
21.000.14153/2017,10003517720175020066,54,998,"[50, 340, 531, 617, 716]"
21.000.14154/2017,10005541120175020043,54,75,"[63, 508, 531]"
21.000.14155/2017,10005646120175020041,54,75,"[63, 508, 531]"
21.000.14161/2017,10005734520175020066,54,47,"[138, 176, 531]"
21.000.14264/2017,10013437020165020002,54,47,"[50, 138, 176, 531]"
21.000.14275/2017,10001412020175020068,54,47,"[50, 138, 176, 531]"
21.000.14276/2017,10015211320165020004,54,46,"[63, 409, 506, 531, 929]"
21.000.14325/2017,10005157720175020022,54,47,"[50, 138, 176, 531]"
21.000.14332/2017,10004705820175020706,54,998,"[50, 531, 617, 716]"
21.000.14352/2017,10005448820175020035,54,54,"[63, 527, 531, 716]"
21.000.14357/2017,10011146520165020017,54,73,"[50, 63, 340, 523, 531]"
21.000.14359/2017,10005726920175020063,54,47,"[50, 138, 176, 531]"
21.000.14448/2017,10021956420165020012,54,998,"[8, 63, 531]"
21.000.14460/2017,10005686320175020085,54,54,"[63, 340, 527, 709]"
21.000.14463/2017,10008642520175020202,54,47,"[65, 138, 176, 531]"
21.000.14468/2017,10005547420175020022,54,47,"[50, 138, 176, 511, 531]"
21.000.14469/2017,10005806420175020057,54,51,"[20, 340, 436, 508, 621, 705, 706, 709]"
21.000.14594/2017,10005715620175020719,54,47,"[50, 138, 176, 531]"
21.000.14635/2017,10001521820175020046,54,47,"[138, 176, 531]"
21.000.14638/2017,00000095920175020074,218,43,"[63, 927, 928]"
21.000.14705/2017,10016891520165020004,54,46,"[63, 340, 409, 436, 506, 621, 747, 929]"
21.000.14712/2017,10005442020175020090,54,46,"[63, 409, 506, 531, 929]"
21.000.14715/2017,10000742920175020012,54,77,"[20, 121, 340, 417, 507, 531]"
21.000.14716/2017,10003434920175020083,54,46,"[63, 96, 340, 436, 507, 621, 929]"
21.000.14718/2017,10005513220175020051,54,51,"[63, 340, 436, 621]"
21.000.14722/2017,00000249420175020052,218,51,"[63, 436, 498, 507, 621, 929]"
21.000.14759/2017,10005752020175020614,218,46,"[63, 531, 929]"
21.000.14763/2017,10007427020175020603,54,47,"[138, 176, 531]"
21.000.14770/2017,10000968720175020012,54,47,"[50, 138, 176, 531]"
21.000.14771/2017,10006415020175020468,54,47,"[138, 176, 531]"
21.000.14774/2017,10005128420175020261,54,47,"[138, 176, 531]"
21.000.14775/2017,10007098020175020603,54,47,"[138, 176, 531]"
21.000.14776/2017,10000526720175020077,54,47,"[65, 138, 531, 572]"
21.000.14777/2017,10006183720175020070,54,47,"[50, 138, 176, 531]"
21.000.14779/2017,10005196620175020038,54,47,"[50, 138, 176, 531]"
21.000.14780/2017,10005311720175020447,54,47,"[50, 138, 176, 531]"
21.000.14782/2017,10006782720175020614,54,47,"[138, 176, 531]"
21.000.14785/2017,10004936920175020264,54,47,"[50, 138, 176, 531]"
21.000.14788/2017,10006053220175020072,54,47,"[138, 176, 531]"
21.000.14790/2017,10005763520175020022,54,47,"[50, 138, 176, 531]"
21.000.14884/2017,10001000720175020051,54,47,"[50, 138, 176, 531]"
21.000.14887/2017,10005543320175020068,54,75,"[63, 508, 531]"
21.000.14890/2017,10005457320175020035,54,54,"[63, 531, 705, 716]"
21.000.14895/2017,10005774620175020078,54,47,"[50, 138, 176, 531]"
21.000.14897/2017,10003384920175020205,54,47,"[50, 138, 176, 531]"
21.000.14901/2017,10006039720175020707,54,47,"[138, 176, 511, 531]"
21.000.14902/2017,10002979720175020006,54,47,"[138, 176, 531]"
21.000.14905/2017,10005430620175020035,54,75,"[63, 508, 531]"
21.000.15037/2017,00000082320175020382,238,45,"[63, 928]"
21.000.15038/2017,00000121420175020074,238,66,"[20, 110, 142, 340, 498, 502]"
21.000.15040/2017,00000157620175020006,238,45,"[63, 110, 142, 409, 419, 502, 506, 507, 928, 929]"
21.000.15041/2017,10002503720175020261,218,61,"[20, 24]"
21.000.15046/2017,10026528820165020241,54,46,"[63, 340, 436, 507, 508, 531, 621, 705, 706, 709, 929]"
21.000.15048/2017,10015637520165020032,54,64,"[20, 121, 409, 531]"
21.000.15055/2017,10006376920175020029,54,75,"[63, 508, 531]"
21.000.15057/2017,10005941820175020067,54,47,"[50, 138, 176, 531]"
21.000.15064/2017,00108758120175150069,54,51,"[20, 340, 436, 508, 531, 621, 705, 706, 709]"
21.000.15066/2017,10002953120165020017,54,51,"[50, 63, 340, 506, 621, 705, 706, 716]"
21.000.15067/2017,10005928620175020701,54,47,"[50, 65, 176, 531, 572]"
21.000.15068/2017,10006477620175020203,54,47,"[50, 138, 176, 531]"
21.000.15070/2017,10005989420175020054,54,47,"[50, 138, 176, 531]"
21.000.15072/2017,10003088920175020471,54,47,"[50, 138, 176, 531]"
21.000.15216/2017,10011224620165020242,54,47,"[138, 176, 531]"
21.000.15217/2017,10008017220175020372,54,47,"[138, 176, 531]"
21.000.15218/2017,10005369320175020720,54,47,"[138, 176, 531]"
21.000.15228/2017,10021796520165020318,238,43,"[37, 63, 110, 502, 506, 507, 927, 928, 929, 930]"
21.000.15229/2017,10017099820165020038,54,998,"[8, 63, 531]"
21.000.15231/2017,10006313320175020071,54,75,"[63, 508, 531, 716]"
21.000.15232/2017,10005690920175020001,54,59,"[20, 50, 65, 531]"
21.000.15233/2017,10005970320175020057,54,46,"[63, 409, 506, 531, 716, 929]"
21.000.15234/2017,10005566920175020046,54,54,"[63, 340, 527, 531]"
21.000.15237/2017,10005558420175020046,54,75,"[63, 508, 531]"
21.000.15238/2017,10005497520175020079,54,54,"[63, 340, 527, 531, 716]"
21.000.15240/2017,10006453220175020066,54,51,"[340, 414, 436, 531, 621, 706, 716]"
21.000.15355/2017,00126885120166150111,1,47,"[138, 531]"
21.000.15358/2017,10006161320175020088,54,47,"[138, 176, 531]"
21.000.15361/2017,10006268520175020014,54,47,"[138, 176, 531]"
21.000.15362/2017,10006124120175020034,54,47,"[138, 176, 531]"
21.000.15372/2017,10008952320175020371,54,46,"[63, 340, 436, 498, 506, 507, 508, 621, 705, 706, 709, 929]"
21.000.15375/2017,10007043120175020709,54,47,"[50, 138, 176, 531]"
21.000.15536/2017,00000197320175020084,238,48,"[50, 65, 176, 540]"
21.000.15538/2017,00000094820175020401,238,54,"[50, 57, 63, 340, 506, 511, 523, 527]"
21.000.15548/2017,10008092920175020605,54,54,"[20, 340, 705, 706]"
21.000.15550/2017,10006352420175020054,54,75,"[63, 508, 531]"
21.000.15562/2017,10008022520175020609,54,79,"[50, 63, 124, 340, 531]"
21.000.15569/2017,10021562720165020381,54,51,"[57, 63, 340, 436, 531]"
21.000.15572/2017,10005751420175020034,54,75,"[63, 508, 531]"
21.000.15573/2017,10007571820175020610,54,46,"[63, 340, 436, 506, 507, 508, 531, 621, 705, 706, 928, 929]"
21.000.15593/2017,10002719620175020007,54,47,"[138, 176, 572]"
21.000.15596/2017,10019450420165020603,54,998,"[8, 63, 531, 716]"
21.000.15642/2017,10006445920175020062,54,47,"[138, 176, 531]"
21.000.15753/2017,10006334720175020024,54,51,"[50, 57, 63, 340, 621, 705]"
21.000.15755/2017,10000020220175020381,54,51,"[20, 63, 340, 436, 507, 621, 705]"
21.000.15815/2017,10003880320175020035,54,47,"[138, 176, 531]"
21.000.15846/2017,10005981020175020373,54,47,"[65, 138, 176, 531]"
21.000.15851/2018,10002521220185020442,54,75,"[63, 508, 531]"
21.000.15872/2017,10005399520175020090,54,54,"[63, 527, 531]"
21.000.15874/2017,10004958320175020023,54,47,"[138, 176, 531]"
21.000.15879/2017,10021822520165020381,54,47,"[138, 176, 531]"
21.000.15883/2017,10006312920175020719,54,47,"[50, 138, 176, 531]"
21.000.15885/2017,10000021220175020313,54,47,"[50, 138, 176, 531]"
21.000.15909/2017,10005902420175020473,54,47,"[50, 138, 176, 531]"
21.000.15955/2018,10003052120185020465,54,47,"[138, 176, 531]"
21.000.15974/2018,10002622120185020001,54,47,"[138, 176, 531]"
21.000.16027/2018,10004244020185020090,54,47,"[138, 176, 531]"
21.000.16065/2018,10014285020175020025,54,46,"[24, 63, 340, 436, 506, 507, 527, 928, 929]"
21.000.16068/2018,10002588420185020291,54,78,"[50, 52, 153, 414, 531]"
21.000.16091/2017,00000092020175020087,238,48,"[176, 540]"
21.000.16104/2017,00000597720165020088,238,48,"[176, 540]"
21.000.16198/2018,10002952920185020383,54,47,"[50, 176, 531, 572]"
21.000.16312/2017,00000036520175020005,238,51,"[63, 142, 409, 436, 506, 527, 621]"
21.000.16313/2017,00213581020154036100,47,45,"[63, 110, 409, 502, 505, 929]"
21.000.16322/2017,10006766320175020030,54,47,"[138, 176, 531]"
21.000.16323/2017,10005504920175020018,54,75,"[63, 508, 531]"
21.000.16325/2017,10006219820175020067,54,998,"[50, 531, 617, 716]"
21.000.16329/2017,10004938220175020292,54,51,"[9, 63, 86, 340, 436, 527, 531, 705, 706, 716]"
21.000.16335/2017,10022934220165020079,54,47,"[50, 138, 176, 531]"
21.000.16337/2017,10005053920175020602,54,47,"[138, 176, 531]"
21.000.16340/2017,10003354120175020255,54,47,"[50, 138, 176, 531]"
21.000.16343/2017,10026918220165020242,54,46,"[63, 96, 436, 498, 506, 507, 621, 705, 706, 929]"
21.000.16363/2017,10006625020175020072,54,47,"[138, 176, 531]"
21.000.16366/2017,10005898320175020038,54,47,"[50, 138, 176, 531]"
21.000.16368/2017,10006614220175020015,54,47,"[50, 138, 176, 531]"
21.000.16529/2017,10020614220165020075,54,998,"[7, 63, 340, 531, 716]"
21.000.16535/2017,10004377120175020511,54,47,"[50, 138, 176, 531]"
21.000.16537/2017,10005897920175020492,54,47,"[50, 138, 176, 531]"
21.000.16540/2017,10006830620175020014,54,47,"[50, 138, 176, 531]"
21.000.16551/2017,10023117020165020012,54,47,"[50, 138, 176, 531]"
21.000.16555/2017,10006530520175020035,54,47,"[138, 176, 511, 531]"
21.000.16557/2017,10006754620175020073,54,75,"[63, 508, 531, 716]"
21.000.16562/2017,10009330320175020511,54,47,"[50, 138, 176, 531]"
21.000.16564/2017,10029823920165020612,54,998,"[50, 340, 531, 617, 716]"
21.000.16569/2017,10006620220175020088,54,47,"[65, 138, 176, 531]"
21.000.16577/2017,10003165920175020053,54,47,"[50, 65, 138, 176, 511, 531]"
21.000.16668/2017,10029119720165020204,238,48,"[65, 176, 540]"
21.000.16691/2017,10002877020175020065,54,46,"[63, 340, 436, 506, 508, 531, 621, 705, 706, 929]"
21.000.16694/2017,10006496920175020066,54,47,"[50, 138, 176, 531]"
21.000.16698/2017,10006958820175020056,54,51,"[20, 436, 507, 527, 531, 621, 709]"
21.000.16703/2017,10021807020165020473,54,47,"[138, 176, 531]"
21.000.16704/2017,10007093520175020036,54,47,"[50, 138, 176, 531]"
21.000.16706/2017,00000256420175020057,238,43,"[63, 927, 928]"
21.000.16707/2017,10007331120175020603,54,47,"[138, 176, 531]"
21.000.16708/2017,10006946120175020070,54,51,"[63, 340, 436, 508, 531, 621, 705, 706]"
21.000.16709/2017,10007200320175020024,54,47,"[65, 138, 176, 531]"
21.000.16711/2017,10006910920175020070,54,47,"[50, 138, 176, 531]"
21.000.16720/2017,10006647420175020442,54,54,"[414, 531, 705]"
21.000.16734/2017,10003326420175020036,9,998,"[50, 340, 524, 531]"
21.000.16895/2017,10005769620175020034,54,54,"[63, 340, 527, 531, 716]"
21.000.16896/2017,10005778120175020034,54,54,"[63, 340, 531, 705]"
21.000.16907/2017,10043071220165020204,54,46,"[63, 340, 436, 531, 621, 705, 706, 929]"
21.000.16907/2018,00000057820185020432,238,45,"[20, 110, 142, 409, 437, 505, 507, 928, 929]"
21.000.16908/2017,10007078020175020322,54,46,"[20, 63, 142, 340, 409, 508, 531, 705, 929]"
21.000.16909/2017,10005557220175020050,54,75,"[63, 508, 531]"
21.000.16917/2017,10006005620165020068,54,998,"[8, 63, 531]"
21.000.16921/2017,00107752920175150069,54,46,"[63, 340, 506, 507, 508, 531, 705, 706, 709, 929]"
21.000.16925/2017,10006927520175020431,54,47,"[138, 176, 531]"
21.000.16929/2017,10000298220175020381,54,47,"[50, 138, 176, 531]"
21.000.16939/2017,10005537120175020028,54,54,"[63, 527, 531, 716]"
21.000.17006/2018,10003653520185020613,54,47,"[50, 138, 176, 531]"
21.000.17018/2018,10003220420185020709,54,75,"[63, 65, 340, 508, 531]"
21.000.17086/2017,10006383720175020261,54,46,"[50, 96, 340, 414, 436, 621, 705, 706, 929]"
21.000.17087/2017,10007744620175020063,54,47,"[50, 138, 176, 531]"
21.000.17099/2017,10008645020175020614,54,46,"[63, 409, 506, 531, 929]"
